Enterprise_ID,Enterprise_Name,Sector,Annual_Revenue,Employees,Credit_Score,Loan_Amount,Loan_Purpose,Loan_Tenure,Interest_Rate,Prev_Loan_Default,Collateral_Value,Application_Date,Loan_Approved
1624,Hughes-Blackwell,Education,49958734,161,624,1567130,Inventory Purchase,24,14.3,No,2357278,2023-07-05,Yes
1146,Johnson PLC,Manufacturing,2962165,415,775,3943139,Equipment Purchase,24,8.47,No,4829897,2023-07-05,Yes
1582,Vargas-Bates,Transportation,23458851,69,736,1020759,Real Estate,12,7.78,Yes,3821414,2023-07-05,No
1599,Johnson Group,Manufacturing,1549148,209,313,3717597,Marketing,12,8.31,No,4067763,2023-07-04,No
1762,"Gonzalez, Coleman and Cisneros",Manufacturing,19003027,472,693,4310583,Working Capital,12,13.22,No,4065789,2023-07-04,Yes
1142,Bridges-Bates,Finance,9997354,56,663,2281533,Research & Development,48,7.4,No,408062,2023-07-04,No
1487,Holt LLC,Manufacturing,12377787,269,603,374535,Working Capital,36,8.49,No,2544903,2023-07-04,Yes
1909,Diaz PLC,Retail,13617619,192,582,1573300,Expansion,12,13.79,No,1762460,2023-07-03,No
1138,Cooper-King,Construction,19699351,181,510,878799,Marketing,12,14.13,No,1774620,2023-07-02,No
1514,Knight LLC,Healthcare,25203479,464,619,1293982,Expansion,24,12.03,No,1847555,2023-07-02,Yes
1293,Smith-Baker,Healthcare,14143608,217,703,4125942,Real Estate,48,7.24,No,2100181,2023-07-01,No
1365,Dunn Group,Construction,22225964,325,737,1267272,Research & Development,36,8.07,Yes,1514123,2023-07-01,No
1245,Henderson-Cooke,Agriculture,48133465,388,779,397986,Inventory Purchase,12,8.12,Yes,313503,2023-06-27,No
1260,"Brooks, James and Young",IT Services,19409209,273,849,3917042,Debt Consolidation,12,14.16,No,801240,2023-06-26,No
1992,Davidson LLC,Agriculture,49870063,197,814,1675326,Expansion,24,14.47,No,893214,2023-06-26,No
1186,"Hubbard, Carter and Wilson",IT Services,17867309,58,414,1997951,Inventory Purchase,12,9.53,No,609031,2023-06-25,No
1182,Gomez Group,Construction,40054025,448,700,3964044,Working Capital,36,8.24,No,4945035,2023-06-24,Yes
1417,"Vargas, Jones and Smith",Hospitality,39580196,445,561,1006450,Real Estate,36,9.11,No,3419415,2023-06-24,No
1794,Morgan PLC,Retail,49226615,270,522,479593,Inventory Purchase,48,9.25,No,1913032,2023-06-23,No
1525,"Mcmillan, Phillips and Chambers",Finance,39175082,88,669,1756042,Debt Consolidation,24,13.81,No,4314139,2023-06-23,Yes
1557,Dunn-Ferguson,Manufacturing,33435245,43,382,2735466,Real Estate,48,11.52,No,3313647,2023-06-22,No
1539,"Schneider, Stevens and Jennings",Hospitality,17620937,190,427,3171640,Debt Consolidation,48,8.15,No,267767,2023-06-20,No
1357,"Simpson, Wheeler and Garrett",Hospitality,31715395,475,348,3190930,Debt Consolidation,60,8.86,No,4513786,2023-06-20,No
1751,"Barker, Atkinson and Brown",Construction,43307399,294,839,4501913,Equipment Purchase,12,14.32,No,3901072,2023-06-20,Yes
1875,Williams PLC,Manufacturing,48230658,195,565,370146,Debt Consolidation,24,10.34,No,855231,2023-06-17,No
1857,Holmes and Sons,Transportation,32241029,211,737,650242,Research & Development,60,13.98,No,1361147,2023-06-16,Yes
1594,"Dougherty, Gross and Mccall",Retail,48439893,256,373,2595389,Debt Consolidation,24,10.64,No,65588,2023-06-15,No
1682,Calderon-Clark,Transportation,8339838,356,551,2369409,Expansion,48,7.57,No,2894510,2023-06-14,No
1524,"Wall, Wright and Cain",Construction,26271052,239,318,1655811,Equipment Purchase,60,12.98,No,4036464,2023-06-13,No
1827,"Vaughan, Obrien and Smith",IT Services,18066318,130,819,317314,Debt Consolidation,12,13.44,Yes,2878607,2023-06-12,No
1709,Parks Inc,IT Services,39836811,123,764,3814755,Inventory Purchase,24,10.25,Yes,2429220,2023-06-12,No
1628,Johnson-Reed,Retail,19279553,286,751,4297079,Debt Consolidation,24,12.76,No,153021,2023-06-10,No
1389,Patterson and Sons,Construction,11760888,408,720,4714466,Expansion,36,8.31,Yes,2359231,2023-06-10,No
1813,"Allen, Jackson and Dunn",IT Services,17169764,434,438,3730400,Research & Development,36,13.16,No,2739290,2023-06-09,No
1939,Brown-Stewart,Manufacturing,5273445,368,605,3655912,Expansion,36,8.95,No,1474241,2023-06-09,No
1989,"Brown, Parker and Greer",Healthcare,31338208,183,639,808092,Inventory Purchase,60,7.14,No,2853528,2023-06-09,Yes
1764,"Pollard, Merritt and Rogers",Education,4081091,97,600,3612305,Debt Consolidation,12,8.32,No,3777661,2023-06-09,Yes
1301,"Golden, Sanford and Mueller",Construction,39808656,154,828,2844804,Marketing,24,9.78,No,1006277,2023-06-07,No
1044,"Moran, Lewis and Perez",Education,27395160,12,342,1981297,Inventory Purchase,60,9.2,No,1561546,2023-06-07,No
1069,Ross-Henry,Finance,35521776,311,367,2598214,Marketing,36,10.15,No,1681570,2023-06-06,No
1988,Rice PLC,Construction,37181576,191,561,1390894,Research & Development,24,7.62,No,2000256,2023-06-06,No
1267,Hayes Inc,Manufacturing,14283692,67,705,4291896,Equipment Purchase,12,12.89,No,2010299,2023-06-06,No
1773,Molina Ltd,Manufacturing,16053770,12,348,2573188,Real Estate,24,9.28,No,1286968,2023-06-05,No
1806,Mora-Nelson,Manufacturing,39214493,414,822,3476910,Research & Development,48,8.28,No,531809,2023-06-03,No
1156,"Norton, Guerrero and Garcia",Construction,47846098,481,613,4940351,Real Estate,48,7.08,No,3513227,2023-06-03,Yes
1841,"Bell, Mitchell and Young",Finance,35812381,141,720,2141381,Research & Development,48,11.53,No,2133805,2023-06-03,Yes
1745,Cannon Group,Retail,32050824,95,815,4212732,Research & Development,48,12.75,No,3578597,2023-06-03,Yes
1421,Cruz-Martin,Healthcare,18687991,399,784,658981,Inventory Purchase,60,12.57,No,3542804,2023-06-02,Yes
1494,Oliver-Marshall,Finance,13546501,317,798,3749279,Inventory Purchase,24,7.39,No,294697,2023-06-01,No
1235,Smith Group,Construction,15142073,118,793,2505514,Expansion,36,8.8,No,2214533,2023-05-31,Yes
1229,"Munoz, Smith and May",Hospitality,16016390,77,315,4993091,Real Estate,12,10.87,No,4142550,2023-05-31,No
1160,Carroll LLC,Transportation,10880860,179,572,1519920,Equipment Purchase,12,11.28,No,3621488,2023-05-30,No
1678,White and Sons,Manufacturing,37210403,275,737,1571926,Inventory Purchase,60,12.85,No,3238027,2023-05-29,Yes
1730,Weber-Gallegos,Agriculture,42208934,27,803,3737967,Equipment Purchase,36,9.07,No,1408293,2023-05-29,No
1493,Johnson Group,Transportation,6809041,389,698,2378581,Real Estate,48,7.14,Yes,2724691,2023-05-29,No
1870,Dominguez Group,Retail,12393942,23,623,2526105,Real Estate,36,13.03,No,3171192,2023-05-28,Yes
1644,Santos Group,IT Services,37894648,359,751,461309,Research & Development,60,8.69,No,1084023,2023-05-28,Yes
1093,Martin-Hurley,Construction,14781009,390,596,3766344,Equipment Purchase,48,7.31,No,4552748,2023-05-27,No
1113,"Horton, Cook and Cohen",Construction,17642016,354,665,2182963,Inventory Purchase,24,10.34,No,4194111,2023-05-27,Yes
1562,Collins-Contreras,Agriculture,39679227,241,674,425329,Marketing,12,7.83,No,4955779,2023-05-26,Yes
1865,"Baldwin, Hill and Anderson",Construction,34707431,282,316,3631674,Working Capital,12,13.43,No,2794454,2023-05-26,No
1253,Patterson-Chambers,Agriculture,5422375,139,737,870692,Research & Development,24,10.16,No,3968198,2023-05-25,Yes
1257,Wiley Ltd,Education,32873646,36,705,3032977,Debt Consolidation,48,14.67,No,2085115,2023-05-24,Yes
