Enterprise_ID,Enterprise_Name,TAT_Score,Loan_Amount,Loan_Status,Risk_Category,Last_Assessed_Date,Credit_Score,Sector,Remarks
ENT0818,"Mccormick, Fisher and Williams Pvt Ltd",4.26,13847652.37,Active,Low,2024-08-07,797,Finance,Stand cover rather cause bag.
ENT0819,Harris-Wilson Pvt Ltd,0.94,57530205.95,Closed,Medium,2023-12-23,838,Healthcare,Computer base strong new happy finally either.
ENT0820,Rogers PLC Pvt Ltd,0.72,22851555.63,Defaulted,Low,2023-10-16,513,Energy,Dream write single section.
ENT0821,Knight-Johnson Pvt Ltd,4.68,83375692.05,Closed,Medium,2023-10-18,362,Technology,Receive according by of.
ENT0822,"Wright, Dunlap and Gould Pvt Ltd",3.01,93886141.91,Closed,Medium,2024-09-24,359,Healthcare,Stand card ask threat.
ENT0823,"Foley, Gibson and Snyder Pvt Ltd",2.88,73695733.49,Closed,Low,2023-07-25,521,Services,Sea prevent Republican fill half person.
ENT0824,Nelson Ltd Pvt Ltd,0.96,23870782.33,Closed,Low,2024-01-15,838,Finance,But parent anything method.
ENT0825,"Torres, Kelly and Deleon Pvt Ltd",3.07,94802831.11,Defaulted,Medium,2023-09-30,725,Services,Consider behavior individual government.
ENT0826,Newton-Durham Pvt Ltd,3.95,58079802.24,Defaulted,Low,2023-09-08,737,Services,Southern prepare central scene.
ENT0827,Morris and Sons Pvt Ltd,1.25,18859257.32,Closed,Low,2024-02-26,461,Energy,Them country sometimes instead table.
ENT0828,Campbell-Jones Pvt Ltd,4.7,90346012.09,Defaulted,High,2023-09-08,632,Technology,Arrive identify run bit fly.
ENT0829,Kim and Sons Pvt Ltd,2.36,63690841.4,Defaulted,Low,2025-03-17,546,Finance,With occur world under more art.
ENT0830,Richardson Inc Pvt Ltd,2.19,55473631.86,Defaulted,Low,2023-07-18,763,Energy,Maintain save civil network white.
ENT0831,"Phelps, Wilson and Saunders Pvt Ltd",4.82,1019367.16,Active,High,2025-04-28,316,Retail,Deal explain federal right.
ENT0832,"Martin, Jimenez and Smith Pvt Ltd",4.97,30882323.74,Closed,High,2023-06-15,519,Technology,Movement seek different end.
ENT0833,Snyder-Davis Pvt Ltd,0.6,82372052.32,Defaulted,Medium,2025-01-29,866,Retail,With modern side blue seem avoid smile.
ENT0834,Ferguson Group Pvt Ltd,0.92,46576610.76,Active,Low,2024-12-16,675,Finance,Home agent drug decision economic ready election.
ENT0835,Chen-Palmer Pvt Ltd,1.55,81296349.44,Active,Low,2023-11-09,882,Finance,Society story common central share.
ENT0836,"Horton, Garcia and Alvarado Pvt Ltd",3.8,72634472.15,Closed,Low,2024-07-24,890,Services,Join beyond debate visit often church.
ENT0837,Petersen-Bright Pvt Ltd,3.18,30738932.13,Defaulted,Medium,2024-07-25,690,Services,Investment experience occur day painting you also group.
ENT0838,"Duncan, Baker and Munoz Pvt Ltd",4.01,92265278.16,Closed,Low,2024-04-06,744,Logistics,Mouth administration class choice.
ENT0839,Smith Inc Pvt Ltd,4.69,12933512.32,Active,Medium,2023-08-14,311,Logistics,Pay street approach full involve.
ENT0840,Mueller-Perez Pvt Ltd,0.74,52913951.8,Closed,Low,2023-08-26,453,Technology,Person expect as among continue commercial.
ENT0841,Page and Sons Pvt Ltd,2.76,22858920.31,Active,Medium,2023-11-01,702,Energy,Go fund Mrs trial land main.
ENT0842,Delgado-Roberts Pvt Ltd,3.89,57950230.53,Active,Low,2024-10-21,596,Logistics,Deep middle stage could.
ENT0843,Hicks-Lynch Pvt Ltd,1.17,34280649.63,Closed,Low,2024-03-10,350,Logistics,Entire improve last son ready ready if.
ENT0844,Wright-Lawrence Pvt Ltd,1.68,40454176.7,Closed,Medium,2024-03-12,433,Retail,Establish note keep skin range coach.
ENT0845,Reyes PLC Pvt Ltd,2.66,20612744.24,Closed,Medium,2025-05-13,500,Finance,Take arm consider return.
ENT0846,Francis-Ford Pvt Ltd,1.59,27359451.98,Closed,Low,2023-07-24,889,Services,Official only white star conference.
ENT0847,Mahoney-Jones Pvt Ltd,1.01,41944623.19,Closed,Low,2023-08-04,628,Technology,Yet turn step.
ENT0848,Jackson LLC Pvt Ltd,3.17,3396476.2,Closed,Low,2023-11-16,658,Energy,Writer would degree community foreign much.
ENT0849,Evans PLC Pvt Ltd,3.3,44605878.98,Active,Low,2024-11-30,682,Retail,Vote rather tough politics.
ENT0850,Combs-Brown Pvt Ltd,3.91,85423650.37,Active,Medium,2023-12-30,548,Retail,Section lay place during.
ENT0851,"Rodriguez, Monroe and Ross Pvt Ltd",4.41,82193261.69,Active,Low,2025-01-04,413,Healthcare,Them garden free nice bring oil mind.
ENT0852,Rogers Ltd Pvt Ltd,2.53,3252063.4,Active,Medium,2024-04-06,516,Finance,Reach lot edge report.
ENT0853,"Morgan, Simon and Johnson Pvt Ltd",2.96,75285159.73,Defaulted,Low,2023-09-18,444,Manufacturing,Study sound water learn unit place through.
ENT0854,"Peters, Fields and Taylor Pvt Ltd",2.19,90697988.31,Defaulted,Low,2023-07-13,474,Manufacturing,Fill visit while resource.
ENT0855,"Rogers, Armstrong and Hicks Pvt Ltd",1.78,79129660.96,Defaulted,Low,2023-11-08,776,Manufacturing,Although receive yard college budget.
ENT0856,Santos Inc Pvt Ltd,0.8,66376909.72,Defaulted,Medium,2025-01-27,668,Services,Hundred popular ok together billion.
ENT0857,Bender-Taylor Pvt Ltd,0.59,86873633.84,Defaulted,Low,2023-05-28,689,Services,For skin challenge performance focus soon.
ENT0858,"Lee, Robinson and Jackson Pvt Ltd",4.57,48981553.03,Defaulted,Low,2023-09-06,490,Finance,Eat one top bag.
ENT0859,Simon-Mcguire Pvt Ltd,2.75,46340639.95,Defaulted,Low,2025-02-08,553,Healthcare,Future open control baby wish my.
ENT0860,"Hernandez, Miller and Clark Pvt Ltd",2.0,39946581.96,Active,Low,2024-01-28,660,Technology,Level feeling home we address.
ENT0861,Vasquez Inc Pvt Ltd,3.31,24384271.81,Defaulted,Low,2023-10-11,363,Healthcare,Though arm consider.
ENT0862,"Bell, Carter and Coleman Pvt Ltd",4.45,89149806.52,Active,High,2024-01-30,586,Finance,Meet officer nice increase reflect right yes.
ENT0863,Hernandez-Dudley Pvt Ltd,1.18,89820356.18,Defaulted,Low,2024-08-27,691,Finance,Health management real put administration environmental all.
ENT0864,Hill-Clark Pvt Ltd,2.38,57716956.74,Closed,High,2024-08-02,637,Energy,Stay health arm can minute security land big.
ENT0865,"Maynard, Heath and Parker Pvt Ltd",2.94,21468970.19,Active,Low,2023-09-22,507,Retail,Bar represent past write should provide decade.
ENT0866,Davis-Mann Pvt Ltd,1.89,70808502.39,Defaulted,High,2024-04-13,740,Retail,Gun reveal item offer night send evidence language.
ENT0867,Mitchell-Parker Pvt Ltd,3.45,56919584.44,Active,Low,2025-03-04,870,Services,Ahead human physical with decade.
ENT0868,Armstrong LLC Pvt Ltd,1.33,84112728.48,Active,Medium,2025-01-17,626,Logistics,Require born south yourself.
ENT0869,Thomas Inc Pvt Ltd,4.83,31031462.39,Defaulted,High,2024-01-17,580,Retail,Learn later generation.
ENT0870,"Roberts, Trujillo and Raymond Pvt Ltd",4.01,11570371.85,Active,Low,2024-01-04,573,Finance,List kitchen no size process receive hit.
ENT0871,"Martinez, Anderson and Davis Pvt Ltd",3.18,23860325.38,Active,Low,2024-03-12,788,Retail,Court all spring power.
ENT0872,Nguyen-Rios Pvt Ltd,2.76,60866464.2,Defaulted,Medium,2023-05-28,488,Logistics,Approach wife two far crime down.
ENT0873,Ramirez and Sons Pvt Ltd,2.71,14613759.51,Active,Low,2025-04-24,718,Manufacturing,Professor pressure court also must suddenly must.
ENT0874,Sherman-Smith Pvt Ltd,4.66,95069606.21,Active,Medium,2025-01-05,507,Finance,Need site view camera budget try seek imagine.
ENT0875,"Knox, Ingram and Wilson Pvt Ltd",0.8,92783217.41,Closed,Medium,2024-03-28,801,Technology,Job by study stand support.
ENT0876,"Brown, Soto and Fleming Pvt Ltd",4.4,88871104.67,Closed,Low,2023-11-16,342,Logistics,By couple reason still.
ENT0877,Lewis Group Pvt Ltd,3.74,40020920.16,Defaulted,Low,2024-10-08,849,Manufacturing,Ball future civil since mention how true.
ENT0878,"Barrett, Wagner and Johnson Pvt Ltd",2.84,45709349.66,Active,Medium,2025-04-05,551,Logistics,Attention need education think religious.
ENT0879,Ryan-Lopez Pvt Ltd,4.93,4885910.6,Closed,Low,2024-04-13,350,Finance,Price provide wife raise but.
ENT0880,"Stein, Lutz and Jackson Pvt Ltd",1.81,40405949.25,Closed,Medium,2023-06-13,592,Energy,Security five usually suffer upon.
ENT0881,Collins Ltd Pvt Ltd,1.25,30147552.81,Active,Medium,2023-12-24,445,Energy,Sure hand bring place.
ENT0882,"Macias, Mckay and Hall Pvt Ltd",4.23,45718110.7,Defaulted,Low,2024-01-13,484,Retail,Within four down everybody.
ENT0883,Richardson-Jordan Pvt Ltd,2.27,33022632.31,Active,Low,2024-10-10,506,Energy,Manager collection actually baby beyond case technology much.
ENT0884,"Foley, Weber and Jones Pvt Ltd",0.91,33083403.23,Defaulted,High,2024-09-01,467,Services,Force interview smile more.
ENT0885,"Shaw, Meyer and Cooper Pvt Ltd",0.91,70916444.28,Defaulted,Low,2024-03-01,836,Logistics,Must fear value writer card message life like.
ENT0886,Jacobs LLC Pvt Ltd,3.77,97543951.14,Defaulted,High,2024-02-25,687,Logistics,Heavy soldier fly every budget rather single.
ENT0887,White PLC Pvt Ltd,0.7,17917613.13,Closed,Low,2023-10-18,453,Retail,Key third forward take.
ENT0888,Sims Group Pvt Ltd,4.41,18707809.7,Defaulted,Low,2023-08-10,615,Healthcare,Thus for whom travel American expert.
ENT0889,Perez Inc Pvt Ltd,3.79,96135645.24,Closed,Medium,2023-08-29,420,Retail,Area art peace issue.
ENT0890,Campbell-Davis Pvt Ltd,4.82,1349756.96,Closed,Low,2024-01-18,809,Energy,Theory owner try local.
ENT0891,Hall LLC Pvt Ltd,2.95,1569304.34,Closed,Low,2024-11-23,787,Energy,Pm myself camera meeting.
ENT0892,Barr-Holt Pvt Ltd,2.35,8861086.82,Defaulted,Low,2025-03-01,860,Healthcare,Federal wall course almost upon too well.
ENT0893,Hoffman LLC Pvt Ltd,3.29,56197316.18,Active,Low,2024-11-04,451,Manufacturing,Art turn general discussion democratic south.
ENT0894,Hunter-Jackson Pvt Ltd,3.44,4635384.13,Active,Medium,2023-12-13,605,Technology,Approach act center pressure.
ENT0895,Martinez LLC Pvt Ltd,4.64,5854104.91,Closed,High,2024-03-30,465,Healthcare,Leg dog risk consumer behavior area.
ENT0896,Fox and Sons Pvt Ltd,3.25,69459848.19,Defaulted,Low,2024-11-16,875,Retail,Myself everybody in.
ENT0897,"Owens, Schroeder and Brown Pvt Ltd",4.85,75184146.09,Closed,High,2024-11-27,395,Healthcare,Ask name guy water pattern even rock son.
ENT0898,Reynolds and Sons Pvt Ltd,1.95,89855447.85,Active,Medium,2024-01-17,863,Services,West model use rock.
ENT0899,Elliott Group Pvt Ltd,1.82,14320033.12,Defaulted,Medium,2024-02-08,637,Logistics,Short pick already ever who ever community.
ENT0900,Green and Sons Pvt Ltd,2.86,69887120.24,Defaulted,Low,2024-03-18,885,Services,To special morning forget.
ENT0901,Noble-Clayton Pvt Ltd,2.68,69176773.55,Defaulted,Low,2024-02-18,624,Healthcare,One often value cost.
ENT0902,"Clark, Young and Parker Pvt Ltd",2.86,99507409.22,Closed,High,2023-10-04,876,Energy,Current situation trip significant machine rule away.
ENT0903,Munoz-Robles Pvt Ltd,2.84,63553903.14,Closed,Medium,2023-07-21,538,Healthcare,Great win do work middle.
ENT0904,"Huang, Goodman and Cochran Pvt Ltd",4.91,1156510.81,Active,Low,2024-08-17,420,Finance,Blue support stay amount energy trial.
ENT0905,"Grimes, Smith and Romero Pvt Ltd",4.1,99899713.72,Closed,Low,2024-09-18,658,Finance,Represent toward add skin base first teacher.
ENT0906,Paul and Sons Pvt Ltd,0.55,20917526.75,Closed,Low,2023-11-02,369,Healthcare,Trial three never important.
ENT0907,"Rocha, White and Lee Pvt Ltd",1.85,55449366.34,Active,Low,2024-12-18,641,Technology,List land special against reveal compare.
ENT0908,Malone-Saunders Pvt Ltd,2.28,57323232.54,Active,Medium,2024-01-04,498,Technology,Or story agent special.
ENT0909,Johnson Ltd Pvt Ltd,4.25,92305696.76,Closed,High,2024-04-09,336,Retail,Similar similar three fund ground.
ENT0910,Mcmillan-Shepard Pvt Ltd,2.67,63092848.28,Defaulted,Medium,2024-06-11,773,Logistics,Audience size item take over many food.
ENT0911,Garcia-Mosley Pvt Ltd,4.68,6546206.23,Defaulted,Low,2023-12-08,623,Manufacturing,Serve method simple audience travel.
ENT0912,"Banks, Rodriguez and Allen Pvt Ltd",1.44,68863836.73,Closed,Low,2024-11-02,452,Healthcare,Must outside wait.
ENT0913,Fox LLC Pvt Ltd,4.28,34576089.38,Closed,Medium,2024-07-29,469,Logistics,Money memory movement forward in standard probably lay.
ENT0914,Bryant Ltd Pvt Ltd,1.34,12567619.18,Closed,Medium,2024-01-14,622,Manufacturing,Plan activity conference.
ENT0915,Wright Group Pvt Ltd,1.72,9592980.71,Active,Low,2024-08-19,609,Finance,Claim finish carry though the.
ENT0916,Miller-Garcia Pvt Ltd,2.86,18326261.83,Closed,Medium,2024-12-01,506,Services,Plant evidence worker cultural necessary.
ENT0917,Guzman-Ramirez Pvt Ltd,2.5,3468542.69,Closed,High,2024-05-18,457,Finance,Ball position usually clear day.
ENT0918,Bowers-Fisher Pvt Ltd,2.03,48863722.35,Defaulted,Low,2023-09-09,635,Retail,Blood attorney movement already.
ENT0919,Goodman-Alexander Pvt Ltd,3.96,10726904.93,Defaulted,Medium,2024-04-18,435,Finance,Make fire perhaps thought ago.
ENT0920,"Norton, Marshall and Tucker Pvt Ltd",3.76,46477472.65,Defaulted,Medium,2024-09-27,418,Manufacturing,Never fill tough weight issue entire.
ENT0921,"Willis, Jordan and Glover Pvt Ltd",1.9,5358966.4,Defaulted,Medium,2024-08-12,641,Energy,Design story next stand.
ENT0922,Wright-Morris Pvt Ltd,4.5,11207180.12,Defaulted,Medium,2025-04-20,323,Healthcare,People over project at travel budget.
ENT0923,Villa LLC Pvt Ltd,3.37,21774723.0,Active,Low,2025-01-23,583,Technology,Model some left still.
ENT0924,Carroll-Bryan Pvt Ltd,3.98,67441280.15,Closed,Low,2024-01-06,580,Services,Detail window indicate.
ENT0925,Hanson-Hall Pvt Ltd,0.57,62671551.31,Defaulted,Low,2024-12-23,855,Technology,Instead finally break laugh determine.
ENT0926,Hicks LLC Pvt Ltd,2.97,27834157.98,Defaulted,Medium,2025-02-27,887,Finance,Bad fill protect result argue ahead.
ENT0927,Aguilar-Torres Pvt Ltd,1.27,31826378.41,Closed,Low,2024-08-18,351,Retail,Cut newspaper side game him man.
ENT0928,"Noble, Phillips and Cruz Pvt Ltd",0.63,90425948.36,Active,Low,2024-10-30,355,Services,Campaign everybody improve exactly newspaper look.
ENT0929,Paul Inc Pvt Ltd,2.42,18719316.33,Defaulted,Medium,2023-12-25,756,Technology,Hard road behavior national develop and.
ENT0930,Flores-Smith Pvt Ltd,1.91,81926755.92,Defaulted,Medium,2024-02-23,846,Services,In involve fund me memory.
ENT0931,Hartman-Duncan Pvt Ltd,4.88,75818550.62,Closed,Low,2023-10-25,395,Energy,Water house into institution position personal executive.
ENT0932,"Hall, Bryan and Cabrera Pvt Ltd",0.94,31728776.77,Defaulted,Medium,2024-04-23,776,Energy,Happy now majority add bed now.
ENT0933,"Coleman, Gardner and Johnson Pvt Ltd",1.54,23155650.94,Defaulted,Low,2024-05-17,672,Logistics,But rate must set raise.
ENT0934,Campbell-Kidd Pvt Ltd,1.33,91809177.76,Closed,Medium,2024-12-04,632,Energy,Product common admit more page few rather moment.
ENT0935,"Clements, Collins and Beck Pvt Ltd",2.69,7471154.68,Active,Low,2025-01-28,772,Retail,Set usually imagine grow.
ENT0936,Carson Ltd Pvt Ltd,1.77,35512928.78,Defaulted,Low,2024-07-12,405,Logistics,Above pick discuss somebody so whatever.
ENT0937,Davis-Thompson Pvt Ltd,4.18,79879019.56,Closed,Low,2025-02-19,372,Healthcare,Production imagine theory other federal physical.
ENT0938,Glover LLC Pvt Ltd,2.9,40680831.0,Closed,Low,2025-02-22,549,Retail,Through have find book usually result service.
ENT0939,"Simpson, Bolton and Smith Pvt Ltd",4.88,38997829.42,Closed,Low,2024-06-16,741,Logistics,Agency of theory nearly.
ENT0940,"Johnson, Wood and Tran Pvt Ltd",3.05,34877882.63,Defaulted,Low,2023-12-13,379,Energy,Majority about growth let enter camera little race.
ENT0941,Smith Group Pvt Ltd,1.01,60011473.86,Closed,Low,2024-04-09,755,Retail,Travel place actually deep hospital order.
ENT0942,Hamilton Inc Pvt Ltd,1.89,41173576.02,Defaulted,Low,2024-06-02,688,Technology,Treat production guess crime yes fall.
ENT0943,Rogers Group Pvt Ltd,2.72,66356311.14,Active,Low,2023-06-27,442,Manufacturing,Half body return leg.
ENT0944,"Scott, Meadows and King Pvt Ltd",3.91,66427257.98,Closed,Low,2024-10-26,699,Energy,Lose win eat car sea require.
ENT0945,Williams-Johnson Pvt Ltd,1.38,68470162.01,Closed,Low,2025-01-12,611,Logistics,Leader wind support.
ENT0946,Adams PLC Pvt Ltd,3.73,91596673.54,Active,Low,2024-03-29,822,Logistics,Federal paper million cut kind president against whatever.
ENT0947,Olson-Bowen Pvt Ltd,4.31,85398012.77,Active,Low,2024-05-28,862,Manufacturing,Want pass entire culture future goal worry decision.
ENT0948,Gardner-Steele Pvt Ltd,0.5,56442995.53,Closed,Low,2024-01-04,588,Manufacturing,Your health quite.
ENT0949,Russell-Hogan Pvt Ltd,1.56,70519966.34,Closed,Medium,2023-08-16,691,Logistics,Generation story quickly participant remember new.
ENT0950,Gomez and Sons Pvt Ltd,2.22,54966760.01,Defaulted,Low,2023-11-09,442,Finance,Hundred west red American mean soldier since.
ENT0951,Stone Ltd Pvt Ltd,3.0,84489439.4,Closed,Medium,2023-11-26,457,Healthcare,Recent arrive former effort also pick great.
ENT0952,Caldwell LLC Pvt Ltd,4.99,67336542.11,Active,Low,2023-09-23,316,Retail,Table town water about.
ENT0953,Ortega Ltd Pvt Ltd,3.75,49183432.36,Closed,High,2024-02-19,439,Services,Far couple foreign hundred.
ENT0954,Crawford-Rivas Pvt Ltd,1.12,80788219.85,Closed,Medium,2024-04-19,735,Retail,Anything ten could risk poor.
ENT0955,"Bates, Mills and Anderson Pvt Ltd",2.54,42988343.77,Closed,Low,2023-09-23,531,Retail,Bag positive suggest figure popular back deep.
ENT0956,Robinson-Lowe Pvt Ltd,2.41,1735569.16,Closed,Medium,2025-01-18,542,Healthcare,Instead until why human yes ahead.
ENT0957,Price-Austin Pvt Ltd,2.35,55070459.78,Closed,Low,2025-01-22,338,Energy,Local use table heavy along fast because speech.
ENT0958,"Hill, Walters and Weber Pvt Ltd",3.67,12203272.59,Closed,High,2023-10-13,381,Retail,Scene read check scientist finish region amount.
ENT0959,Roberts-Ross Pvt Ltd,3.79,53114397.33,Closed,Low,2023-10-05,380,Services,Remain very member you among reduce drive smile.
ENT0960,"Hunter, Anderson and Hensley Pvt Ltd",1.6,63435622.06,Defaulted,High,2024-04-11,379,Healthcare,Always team join reduce kid.
ENT0961,"Allen, Cruz and Knight Pvt Ltd",3.26,90454941.99,Defaulted,Medium,2024-01-17,780,Energy,Who list employee act size figure son.
ENT0962,Zimmerman-Walsh Pvt Ltd,2.81,47454006.82,Defaulted,Low,2024-05-24,661,Healthcare,Within court throw civil mission country eat.
ENT0963,Stone Inc Pvt Ltd,1.8,4497297.78,Defaulted,Medium,2024-09-26,877,Healthcare,Them measure if who.
ENT0964,Arias-Murray Pvt Ltd,0.78,47842892.66,Active,Low,2023-06-17,598,Manufacturing,Perform discuss entire similar lot.
ENT0965,Todd-Miranda Pvt Ltd,1.79,9168506.51,Defaulted,Low,2025-04-13,584,Healthcare,Congress arm son party where.
ENT0966,"Rowland, Lee and Tran Pvt Ltd",1.1,28816221.22,Closed,Low,2024-02-08,414,Retail,Yeah example quickly mind imagine president board.
ENT0967,Gray and Sons Pvt Ltd,4.6,74157756.12,Defaulted,Low,2025-03-31,479,Healthcare,Development send democratic face.
ENT0968,Trujillo-Clark Pvt Ltd,4.02,24383392.2,Active,Medium,2024-06-17,333,Technology,Environment away play message its art.
ENT0969,"Gonzales, Taylor and Hooper Pvt Ltd",4.93,96767217.74,Defaulted,High,2025-02-26,457,Energy,Authority control oil imagine several what.
ENT0970,Harris PLC Pvt Ltd,3.89,41881839.78,Closed,Low,2024-06-09,750,Retail,Late drug cell without.
ENT0971,"Robinson, Wells and Harris Pvt Ltd",1.45,73701749.98,Closed,Low,2024-06-26,570,Services,Writer ask idea near need trip star reduce.
ENT0972,"Smith, Williams and Wright Pvt Ltd",0.74,46937477.88,Closed,Low,2024-05-08,845,Finance,Natural up child risk.
ENT0973,"Morales, Lopez and Hernandez Pvt Ltd",2.21,70855172.65,Closed,Low,2023-07-18,843,Logistics,Shoulder candidate believe crime ball strategy key.
ENT0974,"Robinson, Cochran and Pugh Pvt Ltd",0.55,92795030.08,Closed,Low,2024-02-28,623,Manufacturing,Treat inside job claim he four deal.
ENT0975,Kelly-Hill Pvt Ltd,0.94,53598041.87,Closed,High,2023-11-09,742,Healthcare,Rise middle religious almost.
ENT0976,Neal PLC Pvt Ltd,2.01,27441693.76,Active,Low,2024-07-19,898,Logistics,Force really place organization stand.
ENT0977,Perez Inc Pvt Ltd,2.57,67853820.79,Active,Medium,2023-07-20,499,Technology,Throw world evidence suddenly possible sure coach.
ENT0978,Edwards-Webster Pvt Ltd,3.55,99328269.85,Closed,Low,2024-09-06,308,Services,Big decade pick technology western rate second.
ENT0979,"Scott, Brown and Camacho Pvt Ltd",0.55,10672177.19,Active,Medium,2024-07-01,659,Finance,Sometimes truth film process candidate rich time recently.
ENT0980,Smith PLC Pvt Ltd,3.76,25937714.61,Active,Low,2024-06-26,394,Manufacturing,Yard response teacher where explain green.
ENT0981,Parsons-Davis Pvt Ltd,4.72,66003946.34,Active,High,2024-06-23,424,Services,Purpose spring air when increase skin resource.
ENT0982,Gomez-Kelly Pvt Ltd,0.89,60863892.65,Closed,Medium,2023-11-02,879,Retail,Catch west art life draw author.
ENT0983,Green LLC Pvt Ltd,4.53,69869709.73,Closed,Low,2023-11-18,377,Energy,Nearly few participant.
ENT0984,Garcia-Brown Pvt Ltd,4.65,28361972.65,Closed,Medium,2023-08-27,631,Healthcare,More bar finish tonight.
ENT0985,Ross LLC Pvt Ltd,1.23,8325708.94,Active,Low,2024-01-09,640,Manufacturing,Appear talk significant art admit major watch.
ENT0986,Vargas-Bell Pvt Ltd,1.66,81467285.52,Active,Low,2024-02-28,803,Finance,Child stock structure campaign major few person eat.
ENT0987,Carpenter PLC Pvt Ltd,3.25,18665774.84,Closed,Low,2023-10-25,853,Logistics,Left individual article.
ENT0988,"Tapia, Palmer and Krause Pvt Ltd",1.48,64690478.53,Closed,Medium,2023-06-04,405,Manufacturing,Pull beautiful a customer these successful.
ENT0989,Howe-Ford Pvt Ltd,0.83,57563111.42,Closed,Medium,2023-09-13,319,Energy,Add star enough manager one finish street.
ENT0990,Smith Ltd Pvt Ltd,1.17,64393191.66,Active,Medium,2023-08-21,572,Retail,Skill state space report even he general.
ENT0991,Short-Murray Pvt Ltd,3.65,90557136.8,Defaulted,Low,2024-01-13,802,Energy,Building public carry southern coach green house.
ENT0992,Cooper Ltd Pvt Ltd,2.46,84560866.21,Active,Low,2024-05-17,303,Logistics,Property usually seven around cut.
ENT0993,"Thompson, Perry and Deleon Pvt Ltd",4.79,81979689.28,Closed,Low,2024-09-03,848,Technology,Training tell mission throw card toward.
ENT0994,Gross-Hicks Pvt Ltd,2.0,30979979.57,Active,Medium,2024-04-08,392,Technology,Scientist ok culture leave image program.
ENT0995,Johnson-Riggs Pvt Ltd,2.91,96131626.68,Active,Medium,2023-11-27,596,Finance,Reveal foreign want course somebody.
ENT0996,Mckay PLC Pvt Ltd,1.29,4893787.08,Closed,Medium,2024-04-05,606,Logistics,Care upon instead common bad data.
ENT0997,"Kennedy, Brock and Harris Pvt Ltd",4.53,63431088.69,Closed,Low,2024-05-09,748,Finance,Story consumer fine actually responsibility important.
ENT0998,Richards Inc Pvt Ltd,1.13,20116179.17,Defaulted,High,2023-10-04,544,Energy,Travel board field industry begin part may.
ENT0999,Short and Sons Pvt Ltd,2.25,79481178.01,Defaulted,Low,2024-10-21,846,Energy,Here now whom establish place.
ENT1000,Ayers-Lynch Pvt Ltd,4.85,2625410.31,Closed,Low,2025-04-05,343,Logistics,Western heart fear right long bar Republican push.
